Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
1410, gadget x ,CLOTHING,Warehouse 1,Aisle 2,50,49.99,Supplier B,Out of Stock,25/04/2023
1648, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,29.99,Supplier C,In Stock,NaN
1317, gadget z ,CLOTHING,Warehouse 2,Aisle 3,300,NaN,Supplier B,In Stock,25/04/2023
1676, widget a ,TOYS,Warehouse 2,Aisle 3,300,49.99,Supplier B,In Stock,NaN
1224, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,NaN,19.99,Supplier D,In Stock,NaN
1818, gadget z ,TOYS,Warehouse 3,Aisle 4,100,29.99,Supplier D,In Stock,15/01/2023
1233, widget c ,TOYS,Warehouse 2,Aisle 5,NaN,49.99,Supplier A,Out of Stock,20/12/2022
1683, gadget z ,FURNITURE,Warehouse 1,Aisle 5,NaN,29.99,Supplier A,In Stock,15/01/2023
1663, widget a ,ELECTRONICS,Warehouse 1,Aisle 2,NaN,19.99,Supplier D,Out of Stock,25/04/2023
1974, widget b ,FURNITURE,Warehouse 3,Aisle 5,100,49.99,Supplier B,Low Stock,NaN
1826, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,100,19.99,Supplier B,In Stock,05/03/2023
1373, widget b ,TOYS,Warehouse 2,Aisle 3,150,9.99,Supplier A,Out of Stock,05/03/2023
1671, widget c ,TOYS,Warehouse 3,Aisle 3,two hundred,19.99,Supplier A,Low Stock,NaN
1607, gadget y ,CLOTHING,Warehouse 3,Aisle 2,two hundred,29.99,Supplier A,Low Stock,15/01/2023
1471, gadget x ,ELECTRONICS,Warehouse 1,Aisle 1,150,NaN,Supplier C,Low Stock,20/12/2022
1232, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150,19.99,Supplier C,Out of Stock,15/01/2023
1691, gadget z ,CLOTHING,Warehouse 3,Aisle 2,300,NaN,Supplier A,In Stock,NaN
1112, widget b ,CLOTHING,Warehouse 2,Aisle 4,NaN,9.99,Supplier B,In Stock,NaN
1829, gadget z ,CLOTHING,Warehouse 1,Aisle 4,150,49.99,Supplier A,Out of Stock,20/12/2022
1496, gadget x ,FURNITURE,Warehouse 1,Aisle 2,50,49.99,Supplier C,In Stock,25/04/2023
1441, widget c ,CLOTHING,Warehouse 2,Aisle 2,two hundred,NaN,Supplier B,Out of Stock,25/04/2023
1563, gadget x ,FURNITURE,Warehouse 1,Aisle 2,150,49.99,Supplier C,In Stock,20/12/2022
1267, widget a ,CLOTHING,Warehouse 2,Aisle 5,50,19.99,Supplier B,Low Stock,25/04/2023
1509, gadget x ,FURNITURE,Warehouse 2,Aisle 4,50,NaN,Supplier C,In Stock,05/03/2023
1806, widget a ,TOYS,Warehouse 2,Aisle 2,50,29.99,Supplier B,Out of Stock,25/04/2023
1385, gadget x ,TOYS,Warehouse 3,Aisle 3,300,19.99,Supplier B,Out of Stock,25/04/2023
1386, widget a ,TOYS,Warehouse 3,Aisle 3,300,19.99,Supplier B,Low Stock,25/04/2023
1112, widget b ,TOYS,Warehouse 3,Aisle 5,50,19.99,Supplier B,Out of Stock,05/03/2023
1612, gadget z ,TOYS,Warehouse 2,Aisle 5,300,29.99,Supplier D,In Stock,25/04/2023
1624, gadget z ,CLOTHING,Warehouse 2,Aisle 1,NaN,9.99,Supplier C,In Stock,05/03/2023
1951, gadget y ,CLOTHING,Warehouse 3,Aisle 1,50,49.99,Supplier C,Low Stock,20/12/2022
1080, gadget z ,CLOTHING,Warehouse 1,Aisle 1,NaN,NaN,Supplier D,Out of Stock,15/01/2023
1698, widget c ,FURNITURE,Warehouse 2,Aisle 5,NaN,9.99,Supplier B,Low Stock,20/12/2022
1112, gadget x ,FURNITURE,Warehouse 1,Aisle 5,50,NaN,Supplier B,In Stock,15/01/2023
1001, gadget y ,FURNITURE,Warehouse 1,Aisle 5,two hundred,49.99,Supplier C,Low Stock,20/12/2022
1641, widget c ,FURNITURE,Warehouse 2,Aisle 3,50,29.99,Supplier D,Out of Stock,15/01/2023
1219, widget c ,TOYS,Warehouse 2,Aisle 5,50,19.99,Supplier B,Low Stock,15/01/2023
1565, widget a ,TOYS,Warehouse 1,Aisle 3,300,19.99,Supplier B,Out of Stock,NaN
1854, gadget z ,TOYS,Warehouse 1,Aisle 1,50,29.99,Supplier B,Out of Stock,15/01/2023
1996, widget b ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,9.99,Supplier A,In Stock,15/01/2023
1735, widget b ,CLOTHING,Warehouse 3,Aisle 1,300,9.99,Supplier D,In Stock,NaN
1224, gadget y ,FURNITURE,Warehouse 2,Aisle 2,100,NaN,Supplier B,In Stock,25/04/2023
1384, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,29.99,Supplier A,Out of Stock,25/04/2023
1402, gadget x ,TOYS,Warehouse 3,Aisle 4,NaN,9.99,Supplier D,Low Stock,NaN
1637, widget b ,FURNITURE,Warehouse 3,Aisle 4,NaN,29.99,Supplier B,Out of Stock,05/03/2023
1129, gadget y ,FURNITURE,Warehouse 3,Aisle 4,two hundred,49.99,Supplier C,In Stock,15/01/2023
1052, widget b ,CLOTHING,Warehouse 1,Aisle 2,150,19.99,Supplier A,In Stock,15/01/2023
1683, gadget x ,TOYS,Warehouse 2,Aisle 2,100,19.99,Supplier A,Low Stock,NaN
1729, widget a ,CLOTHING,Warehouse 3,Aisle 4,NaN,19.99,Supplier B,In Stock,NaN
1671, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,100,29.99,Supplier B,In Stock,05/03/2023
1709, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,29.99,Supplier A,In Stock,25/04/2023
1415, widget a ,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,NaN,Supplier C,Low Stock,20/12/2022
1246, widget a ,TOYS,Warehouse 3,Aisle 5,150,19.99,Supplier C,Out of Stock,25/04/2023
1835, widget c ,FURNITURE,Warehouse 3,Aisle 3,150,NaN,Supplier D,In Stock,15/01/2023
1438, gadget z ,TOYS,Warehouse 2,Aisle 2,300,19.99,Supplier B,Low Stock,NaN
1202, widget c ,TOYS,Warehouse 3,Aisle 4,two hundred,NaN,Supplier C,In Stock,05/03/2023
1183, gadget z ,FURNITURE,Warehouse 3,Aisle 2,NaN,NaN,Supplier D,Low Stock,25/04/2023
1122, widget a ,CLOTHING,Warehouse 1,Aisle 2,100,49.99,Supplier C,In Stock,05/03/2023
1400, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50,NaN,Supplier B,Low Stock,25/04/2023
1766, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150,29.99,Supplier D,In Stock,15/01/2023
1293, gadget x ,ELECTRONICS,Warehouse 3,Aisle 1,50,NaN,Supplier D,Out of Stock,20/12/2022
1279, gadget x ,TOYS,Warehouse 1,Aisle 4,NaN,19.99,Supplier D,In Stock,05/03/2023
1836, widget b ,ELECTRONICS,Warehouse 1,Aisle 1,150,NaN,Supplier C,Low Stock,05/03/2023
1883, gadget z ,TOYS,Warehouse 3,Aisle 1,50,9.99,Supplier B,In Stock,20/12/2022
1609, gadget y ,CLOTHING,Warehouse 2,Aisle 1,NaN,19.99,Supplier D,Out of Stock,05/03/2023
1197, widget c ,TOYS,Warehouse 2,Aisle 2,100,9.99,Supplier A,In Stock,05/03/2023
1981, widget a ,CLOTHING,Warehouse 1,Aisle 5,NaN,19.99,Supplier B,Low Stock,25/04/2023
1906, widget b ,FURNITURE,Warehouse 1,Aisle 2,300,29.99,Supplier A,Low Stock,25/04/2023
1510, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150,29.99,Supplier A,Out of Stock,20/12/2022
1751, widget c ,FURNITURE,Warehouse 1,Aisle 1,two hundred,29.99,Supplier D,Low Stock,15/01/2023
1143, widget c ,TOYS,Warehouse 3,Aisle 2,100,9.99,Supplier D,In Stock,05/03/2023
1608, widget a ,FURNITURE,Warehouse 2,Aisle 1,50,49.99,Supplier C,In Stock,15/01/2023
1200, gadget z ,ELECTRONICS,Warehouse 2,Aisle 5,150,19.99,Supplier C,In Stock,20/12/2022
1123, gadget x ,CLOTHING,Warehouse 3,Aisle 4,two hundred,29.99,Supplier C,Low Stock,20/12/2022
1186, gadget y ,CLOTHING,Warehouse 1,Aisle 1,NaN,19.99,Supplier B,In Stock,25/04/2023
1325, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,9.99,Supplier C,In Stock,05/03/2023
1463, widget a ,TOYS,Warehouse 1,Aisle 4,150,49.99,Supplier A,In Stock,NaN
1348, gadget y ,TOYS,Warehouse 2,Aisle 3,150,9.99,Supplier C,Out of Stock,20/12/2022
1770, gadget z ,CLOTHING,Warehouse 3,Aisle 1,300,19.99,Supplier D,Low Stock,05/03/2023
1659, gadget x ,FURNITURE,Warehouse 3,Aisle 1,300,49.99,Supplier C,Low Stock,15/01/2023
1763, gadget z ,TOYS,Warehouse 3,Aisle 3,two hundred,49.99,Supplier B,Low Stock,25/04/2023
1954, widget c ,TOYS,Warehouse 2,Aisle 3,NaN,9.99,Supplier B,Out of Stock,15/01/2023
1931, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,29.99,Supplier A,Low Stock,20/12/2022
1402, gadget y ,ELECTRONICS,Warehouse 1,Aisle 3,150,19.99,Supplier B,Out of Stock,20/12/2022
1345, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150,NaN,Supplier C,Out of Stock,15/01/2023
1962, widget c ,TOYS,Warehouse 2,Aisle 4,50,NaN,Supplier D,Low Stock,20/12/2022
1510, widget c ,TOYS,Warehouse 2,Aisle 4,300,9.99,Supplier B,In Stock,05/03/2023
1146, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,50,19.99,Supplier A,In Stock,20/12/2022
1147, widget b ,TOYS,Warehouse 2,Aisle 2,100,19.99,Supplier C,Low Stock,25/04/2023
1863, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150,9.99,Supplier A,Low Stock,05/03/2023
1710, gadget x ,ELECTRONICS,Warehouse 1,Aisle 5,50,19.99,Supplier B,Out of Stock,NaN
1819, widget a ,FURNITURE,Warehouse 2,Aisle 3,two hundred,29.99,Supplier B,Low Stock,20/12/2022
1488, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,300,9.99,Supplier A,Out of Stock,20/12/2022
1928, widget b ,TOYS,Warehouse 1,Aisle 4,300,29.99,Supplier C,Low Stock,25/04/2023
1935, widget a ,FURNITURE,Warehouse 2,Aisle 3,NaN,19.99,Supplier B,In Stock,25/04/2023
1639, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,9.99,Supplier D,In Stock,15/01/2023
1550, gadget z ,CLOTHING,Warehouse 1,Aisle 1,NaN,19.99,Supplier B,Low Stock,15/01/2023
1337, widget c ,CLOTHING,Warehouse 3,Aisle 2,50,9.99,Supplier C,Out of Stock,15/01/2023
1871, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100,19.99,Supplier B,In Stock,25/04/2023
1640, gadget z ,CLOTHING,Warehouse 3,Aisle 5,two hundred,29.99,Supplier A,Out of Stock,15/01/2023
1778, widget a ,CLOTHING,Warehouse 3,Aisle 1,two hundred,29.99,Supplier B,Low Stock,15/01/2023
1987, widget a ,CLOTHING,Warehouse 2,Aisle 4,two hundred,19.99,Supplier B,Low Stock,NaN
1952, widget a ,FURNITURE,Warehouse 3,Aisle 3,NaN,9.99,Supplier C,In Stock,15/01/2023
1472, widget a ,CLOTHING,Warehouse 1,Aisle 1,50,NaN,Supplier A,Low Stock,20/12/2022
1945, widget a ,CLOTHING,Warehouse 2,Aisle 2,two hundred,29.99,Supplier C,In Stock,25/04/2023
1150, widget b ,CLOTHING,Warehouse 3,Aisle 5,two hundred,29.99,Supplier B,Out of Stock,05/03/2023
1414, gadget z ,FURNITURE,Warehouse 1,Aisle 5,300,NaN,Supplier D,In Stock,NaN
1989, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,100,19.99,Supplier B,In Stock,25/04/2023
1297, widget c ,TOYS,Warehouse 2,Aisle 5,300,9.99,Supplier C,Out of Stock,25/04/2023
1610, widget c ,CLOTHING,Warehouse 3,Aisle 5,300,19.99,Supplier D,In Stock,20/12/2022
1262, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,100,49.99,Supplier C,In Stock,15/01/2023
1763, gadget z ,CLOTHING,Warehouse 1,Aisle 4,50,29.99,Supplier C,Low Stock,20/12/2022
1143, widget c ,FURNITURE,Warehouse 2,Aisle 3,300,49.99,Supplier A,Out of Stock,15/01/2023
1345, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,50,29.99,Supplier D,In Stock,15/01/2023
1623, widget b ,FURNITURE,Warehouse 2,Aisle 4,300,29.99,Supplier B,Out of Stock,25/04/2023
1571, gadget x ,CLOTHING,Warehouse 3,Aisle 1,150,49.99,Supplier C,Out of Stock,15/01/2023
1880, gadget y ,CLOTHING,Warehouse 1,Aisle 1,100,49.99,Supplier B,In Stock,NaN
1001, widget a ,FURNITURE,Warehouse 2,Aisle 5,300,19.99,Supplier A,Low Stock,NaN
1896, gadget x ,TOYS,Warehouse 2,Aisle 4,150,49.99,Supplier A,Out of Stock,NaN
1303, gadget z ,FURNITURE,Warehouse 2,Aisle 3,NaN,19.99,Supplier D,In Stock,25/04/2023
1253, widget c ,CLOTHING,Warehouse 1,Aisle 3,150,19.99,Supplier A,Out of Stock,20/12/2022
1651, gadget x ,FURNITURE,Warehouse 1,Aisle 4,two hundred,19.99,Supplier A,Low Stock,05/03/2023
1452, gadget y ,TOYS,Warehouse 1,Aisle 5,300,29.99,Supplier B,Low Stock,15/01/2023
1036, gadget z ,FURNITURE,Warehouse 3,Aisle 2,150,29.99,Supplier A,Low Stock,05/03/2023
1159, widget a ,TOYS,Warehouse 3,Aisle 1,50,49.99,Supplier A,In Stock,20/12/2022
1008, widget a ,TOYS,Warehouse 1,Aisle 5,NaN,29.99,Supplier C,In Stock,20/12/2022
1232, gadget y ,FURNITURE,Warehouse 2,Aisle 4,300,49.99,Supplier A,Low Stock,25/04/2023
1098, gadget y ,FURNITURE,Warehouse 3,Aisle 1,two hundred,29.99,Supplier C,In Stock,NaN
1658, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150,9.99,Supplier A,Low Stock,NaN
1815, widget a ,CLOTHING,Warehouse 2,Aisle 2,NaN,9.99,Supplier A,In Stock,20/12/2022
1207, gadget z ,TOYS,Warehouse 3,Aisle 3,300,49.99,Supplier D,Low Stock,25/04/2023
1130, gadget x ,ELECTRONICS,Warehouse 2,Aisle 4,NaN,29.99,Supplier D,Out of Stock,25/04/2023
1403, gadget z ,FURNITURE,Warehouse 2,Aisle 1,two hundred,29.99,Supplier C,Low Stock,15/01/2023
1151, widget b ,CLOTHING,Warehouse 2,Aisle 4,150,19.99,Supplier A,Low Stock,NaN
1053, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,NaN,NaN,Supplier B,In Stock,20/12/2022
1119, gadget y ,TOYS,Warehouse 3,Aisle 5,NaN,49.99,Supplier D,In Stock,05/03/2023
1672, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,100,NaN,Supplier B,In Stock,NaN
1919, widget b ,TOYS,Warehouse 3,Aisle 5,NaN,NaN,Supplier D,In Stock,15/01/2023
1627, widget a ,FURNITURE,Warehouse 1,Aisle 5,100,49.99,Supplier D,In Stock,25/04/2023
1586, gadget z ,CLOTHING,Warehouse 3,Aisle 4,150,29.99,Supplier A,In Stock,20/12/2022
1624, gadget z ,CLOTHING,Warehouse 2,Aisle 2,300,49.99,Supplier D,Out of Stock,NaN
1967, gadget y ,CLOTHING,Warehouse 3,Aisle 1,300,NaN,Supplier B,Low Stock,05/03/2023
1419, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150,29.99,Supplier D,Low Stock,15/01/2023
1421, gadget y ,TOYS,Warehouse 1,Aisle 3,150,9.99,Supplier C,Low Stock,15/01/2023
1103, gadget x ,FURNITURE,Warehouse 2,Aisle 1,50,49.99,Supplier A,Out of Stock,NaN
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150,49.99,Supplier A,Low Stock,05/03/2023
1253, gadget y ,FURNITURE,Warehouse 2,Aisle 5,NaN,29.99,Supplier C,Out of Stock,15/01/2023
1226, gadget y ,FURNITURE,Warehouse 1,Aisle 5,300,9.99,Supplier C,Out of Stock,20/12/2022
1111, gadget x ,FURNITURE,Warehouse 3,Aisle 5,two hundred,9.99,Supplier C,Out of Stock,15/01/2023
1509, gadget x ,TOYS,Warehouse 3,Aisle 2,300,29.99,Supplier D,Low Stock,05/03/2023
1472, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,100,19.99,Supplier A,Out of Stock,25/04/2023
1098, widget b ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Supplier C,Low Stock,25/04/2023
1152, widget c ,FURNITURE,Warehouse 3,Aisle 2,50,49.99,Supplier D,Low Stock,NaN
1860, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150,NaN,Supplier C,In Stock,05/03/2023
1913, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,150,29.99,Supplier B,In Stock,15/01/2023
1895, gadget x ,FURNITURE,Warehouse 1,Aisle 4,300,NaN,Supplier B,Out of Stock,15/01/2023
1877, gadget x ,FURNITURE,Warehouse 2,Aisle 4,two hundred,NaN,Supplier A,Out of Stock,25/04/2023
1337, widget b ,CLOTHING,Warehouse 3,Aisle 5,two hundred,9.99,Supplier D,Low Stock,25/04/2023
1705, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50,49.99,Supplier B,Out of Stock,20/12/2022
1821, widget c ,TOYS,Warehouse 3,Aisle 1,100,NaN,Supplier B,Out of Stock,25/04/2023
1162, gadget y ,FURNITURE,Warehouse 3,Aisle 4,300,9.99,Supplier D,Low Stock,20/12/2022
1719, gadget x ,CLOTHING,Warehouse 3,Aisle 5,150,29.99,Supplier C,Out of Stock,15/01/2023
1956, widget c ,TOYS,Warehouse 3,Aisle 4,300,NaN,Supplier D,Out of Stock,20/12/2022
1680, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,50,49.99,Supplier C,Low Stock,20/12/2022
1995, widget b ,CLOTHING,Warehouse 2,Aisle 3,NaN,NaN,Supplier B,Low Stock,NaN
1160, gadget z ,FURNITURE,Warehouse 1,Aisle 5,NaN,29.99,Supplier B,In Stock,25/04/2023
1579, gadget z ,TOYS,Warehouse 1,Aisle 1,50,NaN,Supplier B,Low Stock,20/12/2022
1800, widget b ,FURNITURE,Warehouse 1,Aisle 1,150,49.99,Supplier A,In Stock,15/01/2023
1397, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,50,9.99,Supplier A,Out of Stock,05/03/2023
1276, widget c ,TOYS,Warehouse 3,Aisle 5,150,49.99,Supplier A,Low Stock,20/12/2022
1815, gadget x ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,9.99,Supplier D,Low Stock,25/04/2023
1915, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,50,19.99,Supplier B,Low Stock,NaN
1503, gadget y ,CLOTHING,Warehouse 2,Aisle 2,150,49.99,Supplier B,Out of Stock,15/01/2023
1895, gadget z ,FURNITURE,Warehouse 3,Aisle 5,50,49.99,Supplier D,In Stock,NaN
1391, widget b ,TOYS,Warehouse 2,Aisle 5,50,29.99,Supplier A,Out of Stock,05/03/2023
1134, widget a ,ELECTRONICS,Warehouse 3,Aisle 2,150,NaN,Supplier D,Out of Stock,20/12/2022
1194, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,150,9.99,Supplier A,Low Stock,20/12/2022
1400, gadget x ,TOYS,Warehouse 1,Aisle 4,100,9.99,Supplier B,In Stock,25/04/2023
1639, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,50,29.99,Supplier C,Out of Stock,20/12/2022
1032, gadget x ,CLOTHING,Warehouse 1,Aisle 3,NaN,29.99,Supplier A,Low Stock,15/01/2023
1687, gadget x ,CLOTHING,Warehouse 1,Aisle 1,50,NaN,Supplier B,Out of Stock,05/03/2023
1459, gadget x ,CLOTHING,Warehouse 1,Aisle 3,50,NaN,Supplier B,Out of Stock,NaN
1954, gadget x ,CLOTHING,Warehouse 2,Aisle 1,150,49.99,Supplier C,Low Stock,05/03/2023
1882, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,50,19.99,Supplier B,Low Stock,20/12/2022
1469, gadget y ,TOYS,Warehouse 3,Aisle 4,300,NaN,Supplier B,In Stock,NaN
1374, widget b ,TOYS,Warehouse 1,Aisle 5,50,29.99,Supplier A,Out of Stock,25/04/2023
1021, widget a ,TOYS,Warehouse 3,Aisle 3,300,NaN,Supplier A,Low Stock,05/03/2023
1749, gadget x ,TOYS,Warehouse 1,Aisle 1,NaN,9.99,Supplier C,Low Stock,NaN
1669, widget b ,FURNITURE,Warehouse 2,Aisle 4,150,19.99,Supplier C,In Stock,NaN
1037, widget a ,TOYS,Warehouse 2,Aisle 2,50,49.99,Supplier B,In Stock,NaN
1229, gadget z ,FURNITURE,Warehouse 2,Aisle 4,300,9.99,Supplier A,Low Stock,15/01/2023
1364, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,Supplier C,In Stock,05/03/2023
1562, gadget y ,CLOTHING,Warehouse 2,Aisle 1,300,19.99,Supplier C,Low Stock,NaN
1437, gadget z ,FURNITURE,Warehouse 1,Aisle 4,two hundred,49.99,Supplier D,Out of Stock,05/03/2023
1775, widget a ,ELECTRONICS,Warehouse 3,Aisle 4,100,29.99,Supplier C,In Stock,NaN
1282, gadget z ,FURNITURE,Warehouse 1,Aisle 1,NaN,49.99,Supplier B,Out of Stock,25/04/2023
1026, widget c ,CLOTHING,Warehouse 3,Aisle 4,50,NaN,Supplier A,Out of Stock,25/04/2023
1225, widget a ,FURNITURE,Warehouse 1,Aisle 2,two hundred,9.99,Supplier C,Out of Stock,25/04/2023
1276, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,50,NaN,Supplier D,Low Stock,20/12/2022
1797, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,50,29.99,Supplier A,Out of Stock,NaN
1608, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,150,NaN,Supplier C,Out of Stock,20/12/2022
1283, widget b ,CLOTHING,Warehouse 2,Aisle 2,150,49.99,Supplier D,Out of Stock,05/03/2023
1878, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150,NaN,Supplier C,Low Stock,20/12/2022
1959, gadget x ,TOYS,Warehouse 3,Aisle 1,two hundred,29.99,Supplier A,Out of Stock,05/03/2023
1480, gadget z ,CLOTHING,Warehouse 1,Aisle 2,50,29.99,Supplier A,Out of Stock,05/03/2023
1452, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,100,29.99,Supplier A,In Stock,05/03/2023
1828, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,NaN,49.99,Supplier B,Low Stock,20/12/2022
1815, gadget z ,CLOTHING,Warehouse 1,Aisle 1,150,29.99,Supplier C,Out of Stock,NaN
1658, widget c ,FURNITURE,Warehouse 1,Aisle 1,150,9.99,Supplier B,In Stock,20/12/2022
1515, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50,29.99,Supplier A,Low Stock,NaN
1546, widget a ,CLOTHING,Warehouse 1,Aisle 4,50,NaN,Supplier D,Low Stock,NaN
1191, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,NaN,Supplier C,Low Stock,05/03/2023
1048, widget a ,TOYS,Warehouse 2,Aisle 4,two hundred,NaN,Supplier B,Low Stock,20/12/2022
1511, widget b ,ELECTRONICS,Warehouse 2,Aisle 3,150,49.99,Supplier C,Low Stock,NaN
1016, gadget x ,TOYS,Warehouse 3,Aisle 5,50,NaN,Supplier D,Low Stock,25/04/2023
1171, widget a ,ELECTRONICS,Warehouse 3,Aisle 4,100,49.99,Supplier B,Out of Stock,NaN
1219, gadget y ,CLOTHING,Warehouse 2,Aisle 5,NaN,49.99,Supplier A,Out of Stock,25/04/2023
1157, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,50,29.99,Supplier B,Out of Stock,20/12/2022
1476, widget a ,ELECTRONICS,Warehouse 1,Aisle 3,50,9.99,Supplier C,Out of Stock,20/12/2022
1045, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,300,29.99,Supplier C,In Stock,20/12/2022
1372, gadget x ,CLOTHING,Warehouse 2,Aisle 3,two hundred,29.99,Supplier C,Out of Stock,NaN
1517, widget a ,CLOTHING,Warehouse 1,Aisle 1,NaN,49.99,Supplier C,Low Stock,15/01/2023
1098, widget b ,CLOTHING,Warehouse 2,Aisle 1,150,49.99,Supplier A,Out of Stock,NaN
1891, widget c ,CLOTHING,Warehouse 2,Aisle 5,50,NaN,Supplier B,Out of Stock,NaN
1744, gadget z ,TOYS,Warehouse 1,Aisle 3,150,NaN,Supplier A,Low Stock,05/03/2023
1036, widget b ,TOYS,Warehouse 3,Aisle 4,50,29.99,Supplier A,Out of Stock,05/03/2023
1279, widget b ,FURNITURE,Warehouse 1,Aisle 3,150,19.99,Supplier A,Out of Stock,NaN
1348, widget c ,CLOTHING,Warehouse 1,Aisle 5,NaN,19.99,Supplier C,Out of Stock,25/04/2023
1496, widget b ,TOYS,Warehouse 2,Aisle 1,two hundred,NaN,Supplier C,In Stock,05/03/2023
1301, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,NaN,19.99,Supplier C,Out of Stock,NaN
1180, widget a ,CLOTHING,Warehouse 2,Aisle 2,300,NaN,Supplier B,Low Stock,15/01/2023
1606, widget c ,FURNITURE,Warehouse 2,Aisle 2,100,49.99,Supplier D,Low Stock,25/04/2023
1098, widget c ,FURNITURE,Warehouse 3,Aisle 4,two hundred,29.99,Supplier C,Out of Stock,20/12/2022
1699, gadget x ,FURNITURE,Warehouse 3,Aisle 5,NaN,9.99,Supplier B,Out of Stock,NaN
1992, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,300,29.99,Supplier C,Out of Stock,NaN
1115, widget c ,TOYS,Warehouse 2,Aisle 4,100,NaN,Supplier C,Low Stock,25/04/2023
1190, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,300,NaN,Supplier A,Low Stock,05/03/2023
1252, widget a ,CLOTHING,Warehouse 2,Aisle 4,50,29.99,Supplier A,In Stock,05/03/2023
1980, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50,NaN,Supplier A,In Stock,05/03/2023
1927, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,150,19.99,Supplier B,In Stock,20/12/2022
1982, gadget y ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,19.99,Supplier D,Low Stock,25/04/2023
1160, widget a ,TOYS,Warehouse 1,Aisle 4,50,NaN,Supplier D,In Stock,25/04/2023
1255, widget a ,TOYS,Warehouse 2,Aisle 2,300,NaN,Supplier B,Out of Stock,05/03/2023
1322, gadget y ,FURNITURE,Warehouse 1,Aisle 3,two hundred,19.99,Supplier C,Out of Stock,05/03/2023
1127, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50,NaN,Supplier B,Low Stock,15/01/2023
1017, gadget z ,ELECTRONICS,Warehouse 3,Aisle 1,150,NaN,Supplier C,In Stock,15/01/2023
1792, widget b ,TOYS,Warehouse 2,Aisle 1,NaN,29.99,Supplier B,Out of Stock,NaN
1734, gadget x ,ELECTRONICS,Warehouse 2,Aisle 3,150,9.99,Supplier B,Low Stock,NaN
1565, widget b ,ELECTRONICS,Warehouse 3,Aisle 2,100,19.99,Supplier B,In Stock,25/04/2023
1569, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,50,29.99,Supplier D,Out of Stock,25/04/2023
